url_length,host_length,path_length,num_dots,num_hyphens,num_digits,num_slashes,has_at_symbol,has_raw_ip,digit_ratio,label
27,19,8,1,0,0,2,0,0,0.0,0
17,9,8,2,0,0,2,0,0,0.0,0
28,21,7,4,0,17,1,0,0,0.607,1
41,10,31,1,1,0,3,0,0,0.0,0
52,9,43,1,5,0,2,0,0,0.0,0
26,19,7,4,0,15,1,0,0,0.577,1
39,11,28,1,3,0,4,0,0,0.0,0
18,11,7,3,0,14,1,0,1,0.778,1
111,25,86,4,3,6,6,0,0,0.054,1
24,10,14,1,0,0,2,0,0,0.0,0
29,11,18,1,1,0,3,0,0,0.0,0
30,11,19,1,0,0,4,0,0,0.0,0
20,12,8,4,0,10,1,0,1,0.5,1
24,15,9,4,0,12,1,0,1,0.5,1
95,25,70,4,5,2,5,0,0,0.021,1
65,22,43,3,4,19,2,0,0,0.292,1
26,19,7,4,0,15,1,0,0,0.577,1
68,7,61,1,5,0,4,0,0,0.0,0
58,6,52,1,4,0,3,0,0,0.0,0
15,11,4,1,0,0,2,0,0,0.0,0
90,25,65,4,5,2,5,0,0,0.022,1
25,11,14,1,0,0,3,0,0,0.0,0
38,13,25,4,0,10,2,0,1,0.263,1
91,25,66,4,2,6,5,0,0,0.066,1
42,14,28,1,1,0,3,0,0,0.0,0
21,19,2,3,0,15,1,0,0,0.714,1
30,15,15,4,0,12,2,0,1,0.4,1
30,12,18,1,0,4,1,0,0,0.133,1
23,13,10,3,0,11,2,0,1,0.478,1
20,10,10,1,0,0,1,0,0,0.0,0
44,10,34,1,2,0,3,0,0,0.0,0
23,21,2,3,0,17,1,0,0,0.739,1
17,11,6,3,0,8,1,0,1,0.471,1
19,15,4,3,0,12,1,0,1,0.632,1
